abonent =>  predplatiteľ
kanálik =>  vryp
kanálik =>  vrúbok
kanálik =>  vyhĺbenina
kanálik =>  zárez
kanálik =>  žliabik
kanálik =>  žliabok
kanál =>  koryto
kanál =>  priekopa
kanál =>  priepust
kanál =>  zákop
kanál =>  žľab
kancelária =>  učtáreň
kancelária =>  úradovňa
antropofág =>  kanibal
antropofág =>  ľudožrút
kaňon =>  priepasť
kaňon =>  roklina
kaňon =>  rokľa
kaňon =>  trhlina
kaňon =>  úžľabina
kantína =>  závodná jedáleň
kapacita =>  potenciál
kapela =>  orchester
kapela =>  skupina
kapitulovať =>  poddať sa
kapitulovať =>  podrobiť sa
kapitulovať =>  podľahnúť
kapitulovať =>  vzdať sa
kárajúci =>  káravý
káranie =>  napomenutie
káranie =>  pokarhanie
káranie =>  reptanie
káranie =>  sťažnosť
káranie =>  výtka
káranie =>  výčitka
kariéra =>  životná dráha
kárny =>  trestný
kockovaný =>  károvaný
kartel =>  kombinát
kartón =>  lepenka
kartotéka =>  registratúra
kaskáda =>  stupňovitý vodopád
kaša =>  šlamastika
kaša =>  ťažkosti
kašeľ =>  zakašlanie
katalogizovať =>  spísať
katapultovať =>  vymrštiť
katarzia =>  očista
katarzia =>  očistenie
katarzia =>  očisťovanie
dezolátny =>  katastrofálny
dezolátny =>  neblahý
dezolátny =>  nepriaznivý
dezolátny =>  nešťastný
dezolátny =>  úbohý
dezolátny =>  žalostný
katastrofa =>  metla
katastrofa =>  pohroma
katastrofa =>  rana
katedra =>  profesorské miesto
katedra =>  písací stôl
kategória =>  oddiel
kategória =>  trieda
kategorický =>  rozhodný
kázanie =>  výčitky
kazateľnica =>  pódium
kazateľnica =>  stupienok
kazateľnica =>  tribúna
kazeta =>  krabica
kazeta =>  škatuľa
kaziaci =>  navádzajúci na zlé
každodennosť =>  monotónnosť
každodennosť =>  pravidelný chod
každodennosť =>  všednosť
kefa =>  štetec
kefa =>  štetka
biskvit =>  keks
biskvit =>  sušienka
kempovať =>  stanovať
kempovať =>  táboriť
ker =>  krovie
ker =>  krovina
kladivko =>  kladivo
kladný =>  pozitívny
kladný =>  súhlasný
kladný =>  zhodný
klamanie =>  podvod
klamanie =>  podvádzanie
klamať =>  nahovoriť
klamať =>  napáliť
klamať =>  oklamať
klamať =>  ošudiť
klamať =>  podviesť
klamať =>  podvádzať
klamať =>  spreneveriť
klamať =>  uviesť do omylu
klamať =>  zradiť
klamať =>  šudiť
klamať =>  švindľovať
kategorizácia =>  klasifikácia
kategorizácia =>  rozdeľovanie
kategorizácia =>  roztriedenie
kategorizácia =>  triedenie
klasifikovať =>  oklasifikovať
klasifikovať =>  oznámkovať
klasifikovať =>  známkovať
klásť odpor =>  pôsobiť proti
klátiť sa =>  kymácať sa
klavír =>  krídlo
klavír =>  piano
klesnúť =>  sklesnúť
kliatba =>  prekliatie
kliatba =>  zatratenie
hromžiť =>  kliať
hromžiť =>  nadávať
hromžiť =>  reptať
hromžiť =>  sťažovať si
hromžiť =>  zlorečiť
hromžiť =>  šomrať
klíčiť =>  naklíčiť
klíčiť =>  pučať
klíčiť =>  rašiť
klientela =>  klienti
klient =>  kupec
klient =>  kupujúci
klient =>  odberateľ
klient =>  zákazník
klíma =>  podnebie
klinec =>  pripináčik
klišé =>  otrepaná fráza
klobučníčka =>  modistka
klopať =>  poklepať
klopať =>  triasť
klopať =>  zaklopať
klopať =>  zaťukať
klopať =>  ťukať
WC =>  toaleta
WC =>  záchod
kľučkovať =>  uhýbať
miernosť =>  tichosť
dobrý =>  kľudný
dobrý =>  láskavý
dobrý =>  nežný
dobrý =>  pokojný
kľuvať =>  zobať
klzák =>  vetroň
kmeň =>  masa
kmeň =>  národ
kmeň =>  ľud
kmeň =>  ľudia
kmeň =>  ľudský rod
kmeň =>  ľudstvo
kmit =>  perióda
kňaz =>  páter
mocnár =>  monarcha
mocnár =>  panovník
mocnár =>  regent
mocnár =>  vladár
mocnár =>  vládca
beletria =>  kniha
beletria =>  knižka
beletria =>  učebnica
beletria =>  zväzok
kvičať =>  kňučať
kvičať =>  pišťať
kvičať =>  pískať
kvičať =>  zakvičať
kvičať =>  zapišťať
koalícia =>  zoskupenie
kobylka lúčna =>  saranča
kočovný =>  potulný
kódex =>  zbierka zákonov
kódex =>  zákonník
kódovať =>  zakódovať
kódovať =>  zašifrovať
koeficient =>  súčiniteľ
kohút =>  sok
kokón =>  zámotok
koktanie =>  koktavosť
koktanie =>  zajakanie
koktať =>  vykoktať
kolaborant =>  lokaj
kolaborant =>  prisluhovač
kolaborant =>  pätolizač
kolaborant =>  šplhúň
kolaps =>  spadnutie
kolaps =>  zrútenie
mix =>  všehochuť
mix =>  zmes
mix =>  zmiešanina
kolektívny =>  spoločný
kolízia =>  stretnutie
kolmo =>  zvisle
kolonista =>  osadník
kolonizácia =>  osídlenie
kolonizácia =>  osídľovanie
kolonizovať =>  osídliť
kolonizovať =>  zaľudniť
komando =>  prepadový oddiel
komentátor =>  novinár
komentátor =>  publicista
komentátor =>  žurnalista
komentovať =>  okomentovať
komentovať =>  podotknúť
komentovať =>  poznamenať
komentovať =>  poznamenať si
komentovať =>  prehodiť
komentovať =>  robiť poznámky
komentovať =>  zapísať
komentovať =>  zapísať si
komentovať =>  zmieniť sa
komfortný =>  pohodlný
komfortný =>  príjemný
komfortný =>  útulný
komickosť =>  komika
komickosť =>  smiešnosť
komisia =>  výbor
kompenzácia =>  náhrada
kompenzácia =>  odškodnenie
autorita =>  kompetencia
autorita =>  oprávnenie
autorita =>  právo
autorita =>  právomoc
kompetentný =>  náležitý
kompetentný =>  opodstatnený
kompetentný =>  oprávnený
kompetentný =>  príslušný
kompetentný =>  riadny
kompetentný =>  správny
kompetentný =>  vhodný
kompetentný =>  zaslúžený
kompetentný =>  zákonitý
komplikovanosť =>  spletitosť
komplikovanosť =>  zložitosť
komplikovaný =>  krivolaký
komplikovaný =>  kľukatý
komplikovaný =>  spletitý
komplikovaný =>  zložitý
komplikovať =>  skomplikovať
intriga =>  komplot
intriga =>  konšpirácia
intriga =>  pikle
intriga =>  spiknutie
intriga =>  sprisahanie
intriga =>  úklad
komponovanie =>  skladanie
komponovať =>  skladať
komponovať =>  skomponovať
kompresia =>  stlačenie
kompresor =>  pumpička
konanie pred súdom =>  pojednávanie
konaný vonku =>  vonkajší
koncentrovať sa =>  sústrediť
končatina =>  noha
končatina =>  ruka
končatina =>  úd
kondícia =>  nálada
kondícia =>  situácia
kondícia =>  status
kondícia =>  stav
kondóm =>  prezervatív
konečne =>  koniec koncov
konečne =>  nakoniec
konečne =>  záverom
konferencia =>  schôdza
konferencia =>  seminár
konfesia =>  náboženstvo
konfesia =>  presvedčenie
konfesia =>  viera
konfesia =>  vierovyznanie
konfesia =>  vyznanie
konfigurácia =>  zostava
konfrontovať =>  postaviť proti sebe
konfrontovať =>  čeliť
kongruencia =>  súlad
kongruencia =>  zhoda
kongruencia =>  zhodnosť
kužeľovitý =>  kónický
koniec života =>  skon
koniec života =>  smrť
koniec života =>  úmrtie
konkurencia =>  rivalita
konkurencia =>  súperenie
konkurencia =>  súťaž
konkurencia =>  súťaženie
konkurovať =>  stretnúť sa
konkurovať =>  súperiť
konkurovať =>  súťažiť
konkurovať =>  závodiť
konsolidácia =>  upevnenie
konšternovaný =>  prekvapený
konšternovaný =>  užasnutý
konšternovaný =>  zdesený
konšpirátor =>  sprisahanec
nekonečný =>  nemenný
nekonečný =>  neutíchajúci
nekonečný =>  stály
nekonečný =>  trvalý
nekonečný =>  ustavičný
nekonečný =>  večný
konštituovať =>  ustanoviť
konštruktér =>  návrhár
konštruktér =>  projektant
konštruktér =>  umelec
konštruktér =>  výtvarník
kontajner =>  prepravník
kontext =>  niť
kontext =>  spojenie
kontext =>  súvislosť
kontinentálny =>  pevninský
kontinuita =>  spojitosť
kontinuita =>  vzťah
kontúra =>  obrys
kontúra =>  silueta
kontúra =>  črta
konvenčný =>  konzervatívny
konvenčný =>  pravicový
konvenčný =>  štandardný
konvertibilný =>  vymeniteľný
konvertibilný =>  zameniteľný
konvertovať =>  obrátiť
konvertovať =>  obrátiť sa
konvertovať =>  otočiť
konvertovať =>  prekotiť
konvertovať =>  prekotiť sa
konvertovať =>  prevrhnúť
konvertovať =>  prevrhnúť sa
konvertovať =>  prevrátiť
konvertovať =>  prevrátiť sa
konvexná šošovka =>  spojka
konzervovať =>  nakladať
konzervovať =>  zavárať
konzervovať =>  zmraziť
konzervovať =>  údiť
konzultovať =>  poradiť sa
konzument =>  spotrebiteľ
kooperácia =>  partnerstvo
kooperácia =>  spolupráca
kooperácia =>  súčinnosť
kooperácia =>  vzťah
hora =>  kopec
hora =>  kopček
hora =>  pahorok
hora =>  stráň
hora =>  svah
hora =>  vrch
hora =>  vyvýšenina
hora =>  úbočie
hora =>  špička
imitácia =>  kopírovanie
imitácia =>  napodobovanie
imitovať =>  kopírovať
imitovať =>  napodobniť
imitovať =>  napodobovať
kop =>  kopanec
kop =>  kopnutie
kopulovať =>  obcovať
kopulovať =>  páriť sa
kopulovať =>  sexovať
kopyto =>  paznecht
kôra =>  škrupinka
korekcia =>  korektúra
korekcia =>  korigovanie
korekcia =>  oprava
korekcia =>  usporiadanie
korekcia =>  zlepšenie
korekcia =>  úprava
korelácia =>  súvzťažnosť
korelačný =>  súvzťažný
korešpondenčný lístok =>  pohľad
korešpondenčný lístok =>  pohľadnica
korisť =>  lup
korisť =>  trofej
korisť =>  úlovok
kôrka =>  šupka
kôrnatenie =>  skleróza
korodovať =>  rozleptať
korodovať =>  rozožierať
korózny =>  leptavý
korózny =>  žieravý
korpulentný =>  objemný
korpulentný =>  rozložitý
korpulentný =>  rozmerný
korpulentný =>  silný
korpulentný =>  statný
korpulentný =>  telnatý
korpulentný =>  tlstý
korpulentný =>  tučný
korupcia =>  podplácanie
korupcia =>  úplatkárstvo
korzár =>  lúpežník
korzár =>  námorný lupič
korzár =>  pirát
korzo =>  promenáda
kosiť =>  sekať
kôstka =>  slivka
kostra =>  rám
kostra =>  rámček
kostra =>  skelet
kostra =>  telo
kostra =>  torzo
kostra =>  trup
kosý =>  skosený
kosý =>  uhlopriečny
kosý =>  šikmý
kotrmelec =>  kotúľ
kozmos =>  vesmír
koža =>  kožuch
koža =>  kožušina
kradmo =>  tajne
kradmý =>  pokútny
kradmý =>  skrytý
kradmý =>  tajný
kradmý =>  utajovaný
kradmý =>  vnútorný
krajčírsky meter =>  meradlo
krajčírsky meter =>  meter
krajinský =>  regionálny
kraľovať =>  ovládať
kraľovať =>  panovať
kraľovať =>  vládnuť
kráľovstvo =>  ríša
krása =>  nádhera
krása =>  skvelosť
krása =>  veľkoleposť
krásny =>  nádherný
krásny =>  potešujúci
krásny =>  pôvabný
krásny =>  rozkošný
krásny =>  roztomilý
krásny =>  skvostný
krášliť =>  zdobiť
kráter =>  pažerák
krátiť =>  zostručniť
krátko =>  nedlho
kravata =>  viazanka
kozub =>  krb
kozub =>  ohnisko
kredit =>  pôžička
kredit =>  úver
kremácia =>  spopolnenie
krém =>  leštidlo
kresba =>  nákres
kreslič =>  plánovač
kreslo =>  lavica
kreslo =>  lavička
kreslo =>  leňoška
kreslo =>  sedadlo
kreslo =>  sedačka
kreslo =>  stolička
kriminál =>  väzba
kriminál =>  väzenie
kriminál =>  väznica
kritika =>  kritizovanie
kritik =>  posudzovateľ
kritik =>  recenzent
kritizovať =>  odsudzovať
kritizovať =>  pranierovať
kritizovať =>  stigmatizovať
krívať =>  napádať
kriviť =>  ohnúť
kriviť =>  zahnúť
kriviť =>  zakriviť
krivý =>  nerovný
krivý =>  ohnutý
križovanie =>  kríženie
križovať =>  križovať sa
križovať =>  krížiť
križovať =>  krížiť sa
križovať =>  pretínať
križovať =>  pretínať sa
krmivo =>  kŕmenie
kropiť =>  ošpliechať
kropiť =>  pokropiť
kropiť =>  poprskať
kropiť =>  postriekať
kropiť =>  prskať
kropiť =>  striekať
kropiť =>  špliechať
krotký =>  pokojný
krotký =>  skrotený
krútiť =>  mávať
krútiť =>  vrtieť
krútiť =>  zavrtieť
krviprelievanie =>  masaker
krviprelievanie =>  vraždenie
hocikto =>  ktokoľvek
hocikto =>  niekto
kto =>  ktorý
kubický =>  priestorový
brčkavý =>  kučeravý
brčkavý =>  vlnitý
brčkavý =>  zvlnený
kuchársky =>  kulinársky
dekórum =>  kultivovanosť
dekórum =>  slušnosť
dekórum =>  slušné chovanie
dekórum =>  zdvorilosť
kultivovaný =>  pozorný
kultivovaný =>  pôvabný
kultivovaný =>  starostlivý
kultivovaný =>  zdvorilý
kultivovaný =>  úctivý
kultivovaný =>  úslužný
kúpiť =>  zakúpiť
kupón =>  výstrižok
kupón =>  ústrižok
kupón =>  útržok
kurátor =>  opatrovník
kurátor =>  poručník
kurátor =>  správca
kurivo =>  kúrenie
kurivo =>  palivo
kuriozita =>  podivnosť
kuriozita =>  rarita
kuriozita =>  vzácnosť
kuriozita =>  výnimočnosť
kuriozita =>  výstrednosť
kuriozita =>  zvláštnosť
kuriozita =>  čudáctvo
kuriózny =>  nezvyklý
kuriózny =>  zvláštny
kurzíva =>  text tlačený kurzívou
kút =>  kútik
kút =>  roh
kvalifikovaný =>  nadaný
kvalifikovaný =>  schopný
kvalifikovaný =>  spôsobilý
kvalifikovaný =>  vhodný
kvalifikovaný =>  zdatný
kvantita =>  kvantum
kvantita =>  množstvo
kvantita =>  počet
kvantita =>  početnosť
H2O =>  kvapalina
H2O =>  tekutina
H2O =>  voda
kvapalnieť =>  skvapalniť
kvapkať =>  odkvapkávať
kvapkať =>  presakovať
kvapkať =>  prúdiť
kvapkať =>  stekať
kvapkať =>  tiecť
kvartál =>  štvrťrok
kvasinky =>  kvasnice
kvet =>  kvetina
kvet =>  kvetinka
kvet =>  kvietok
kvičanie =>  pišťanie
kvičanie =>  zakvičanie
kvičanie =>  zapišťanie
kvôli =>  pre
kvôli =>  s ohľadom
kvôli =>  so zreteľom
kvôli =>  vzhľadom ku
kvóta =>  percento
kvóta =>  podiel
kvóta =>  pomerná časť
kvóta =>  účasť
kyj =>  kyjak
kyj =>  palica
kysličník =>  peroxid
labilný =>  nepevný
labilný =>  nestabilný
labilný =>  pohyblivý
labilný =>  vratký
lahodnosť =>  optimizmus
lahodnosť =>  príjemnosť
lahodnosť =>  roztomilosť
lahodnosť =>  sympatickosť
lahodnosť =>  veselosť
laický =>  negramotný
laický =>  nekultivovaný
laický =>  neodborný
laický =>  nevzdelaný
laický =>  neškolený
lákadlo =>  pokušenie
lákanie =>  zvedenie
lákanie =>  zvádzanie
lákať =>  nutkať
lákať =>  pokúšať
lákať =>  priťahovať
lákať =>  vábiť
lákavý =>  príťažlivý
lákavý =>  pútavý
lak =>  maľba
lak =>  náter
lakomý =>  skúpy
laminovaný =>  laminátový
laminát =>  sklenené vlákno
lampa =>  lampáš
lampa =>  svetlo
lampa =>  svietidlo
lastúra =>  mušľa
lastúra =>  ulita
látať =>  opraviť
látať =>  rekonštruovať
látať =>  spraviť
latencia =>  skrytosť
motivácia =>  motív
motivácia =>  podnet
motivácia =>  pohnútka
motivácia =>  popud
motivácia =>  stimul
lávka =>  most
legitímnosť =>  legálnosť
legitímnosť =>  oprávnenosť
legitímnosť =>  právny stav
legitímnosť =>  zákonnosť
legitímny =>  legálny
legitímny =>  oprávnený
legitímny =>  spravodlivý
legitímny =>  zákonitý
legitímny =>  zákonný
legislatíva =>  zákonodarstvo
doba =>  dátum
doba =>  lehota
doba =>  termín
lekársky predpis =>  predpis
lekársky predpis =>  recept
kraj =>  lem
kraj =>  obruba
kraj =>  okraj
lemovať =>  obklopovať
lemovať =>  ohraničovať
lenivosť =>  nečinnosť
lenivosť =>  záhaľčivosť
lenivý =>  nesnaživý
lenivý =>  pomalý
lenivý =>  rozvláčny
lenivý =>  vleklý
lenivý =>  zdĺhavý
hovieť =>  leňošiť
hovieť =>  odpočívať
hovieť =>  polihovať
hovieť =>  posedávať
hovieť =>  povaľovať sa
hovieť =>  prevaľovať sa
hovieť =>  vyvaľovať sa
hovieť =>  váľať sa
leopard =>  panter
lepkavosť =>  mazľavosť
lepkavosť =>  priľnavosť
lepší =>  nadradený
lepší =>  prednostný
lepší =>  preferenčný
lepší =>  výhodnejší
lepšiť sa =>  zlepšovať sa
lesnatý =>  lesný
leták =>  propagačný materiál
leták =>  prospekt
letargický =>  strnulý
letargický =>  tuhý
letmo prečítať =>  listovať
letmý =>  zbežný
leto =>  rok
leto =>  ročník
letovať =>  spájať
letovať =>  spájkovať
letovať =>  zletovať
letovisko =>  rekreačné stredisko
letovisko =>  výletné miesto
leukoplast =>  náplasť
lexikograf =>  slovnikár
kniha =>  lexikón
kniha =>  slovná zásoba
kniha =>  slovník
liahnuť sa =>  rodiť sa
libela =>  vodováha
liberalizmus =>  slobodomyseľnosť
liberalizmus =>  veľkorysosť
liberalizmus =>  štedrosť
liberálny =>  slobodomyseľný
liberálny =>  tolerantný
liberálny =>  znášanlivý
líčiť =>  podrobne popisovať
lichotenie =>  lichôtky
lichotenie =>  pochlebovanie
lichotiť =>  pochlebovať
lichotivý =>  pochvalný
limit =>  medzná hodnota
lišiak =>  líška
líšiť =>  odlišovať
líšiť sa =>  odlišovať sa
litera =>  písmeno
literát =>  majster pera
literát =>  spisovateľ
lízať =>  olizovať
lízať =>  zlízať
kajak =>  kanoe
kajak =>  loďka
kajak =>  pramica
kajak =>  raft
lodný denník =>  palubný denník
lodný =>  námorný
kanoe =>  katamaran
kanoe =>  koráb
kanoe =>  loď
kanoe =>  motorový čln
kanoe =>  parník
kanoe =>  plachetnica
kanoe =>  pramica
kanoe =>  raft
kanoe =>  remorkér
kanoe =>  čln
logickosť =>  logika
lojalita =>  lojálnosť
lojalita =>  oddanosť
lojalita =>  vernosť
lokalizovať =>  umiestniť
lokálny =>  miestny
lokomotíva =>  mašina
lokomotíva =>  stroj
brucho =>  lono
brucho =>  maternica
lopta =>  loptička
lovec =>  nimród
lovec =>  poľovník
lôžko =>  posteľ
lukratívny =>  prinášajúci zisk
lukratívny =>  výnosný
luminiscencia =>  svetielkovanie
lúpať sa =>  odlupovať sa
lupa =>  zväčšovacie sklo
lupič =>  lúpežník
